Date/Time,Electricity:Facility [J](Hourly),ElectricityNet:Facility [J](Hourly),Gas:Facility [J](Hourly) 
 12/21  01:00:00,16762037.837458834,16762037.837458833,4478098.824013038 
 12/21  02:00:00,15150093.702259705,15150093.702259703,2349974.4613064525 
 12/21  03:00:00,16205427.204350999,16205427.204350999,5144281.353895236 
 12/21  04:00:00,15669885.80236891,15669885.802368908,2572324.8444591669 
 12/21  05:00:00,16414096.86800087,16414096.868000869,5120868.290706581 
 12/21  06:00:00,15648171.320777435,15648171.320777435,2552858.954763857 
 12/21  07:00:00,17593913.10224413,17593913.10224413,5094590.229034604 
 12/21  08:00:00,17505582.686089085,17505582.686089085,181270.87337163784 
 12/21  09:00:00,19116568.425095336,19116568.425095336,529977.6839719844 
 12/21  10:00:00,16256958.55145082,16256958.551450817,277399.9724745197 
 12/21  11:00:00,19103612.33743025,19103612.33743025,560663.2806751706 
 12/21  12:00:00,16264934.683985178,16264934.683985174,284806.0766839759 
 12/21  13:00:00,19109484.184628227,19109484.184628227,580383.5824723536 
 12/21  14:00:00,16277086.2771729,16277086.277172905,294275.2079054136 
 12/21  15:00:00,19110523.02369536,19110523.02369536,589319.4065818904 
 12/21  16:00:00,16277747.834296639,16277747.83429664,294893.88574421536 
 12/21  17:00:00,19113221.68163793,19113221.681637929,594266.5450559921 
 12/21  18:00:00,18112672.268026536,18112672.26802653,295586.4290941737 
 12/21  19:00:00,19983725.81185514,19983725.81185514,2624894.233934447 
 12/21  20:00:00,18084693.2904124,18084693.290412398,2597293.9203327985 
 12/21  21:00:00,18876329.361702838,18876329.361702835,4757774.213304339 
 12/21  22:00:00,18160165.301415147,18160165.30141515,2736142.1628573865 
 12/21  23:00:00,18882995.288219394,18882995.288219397,4746845.671644144 
 12/21  24:00:00,18159570.452565545,18159570.452565545,2709257.344828911 
 07/21  01:00:00,42542516.00419055,42542516.00419056,0.0 
 07/21  02:00:00,40598141.97429524,40598141.97429524,0.0 
 07/21  03:00:00,42171242.8669131,42171242.8669131,0.0 
 07/21  04:00:00,40187000.2681501,40187000.2681501,0.0 
 07/21  05:00:00,43657210.67178732,43657210.67178732,0.0 
 07/21  06:00:00,40110805.633580047,40110805.63358004,0.0 
 07/21  07:00:00,47276724.5665742,47276724.5665742,0.0 
 07/21  08:00:00,46864125.1695019,46864125.16950191,0.0 
 07/21  09:00:00,48428595.307824898,48428595.307824898,0.0 
 07/21  10:00:00,50366212.928221527,50366212.92822153,0.0 
 07/21  11:00:00,52099817.171881239,52099817.171881239,0.0 
 07/21  12:00:00,53458137.986736457,53458137.98673646,0.0 
 07/21  13:00:00,54716675.6234291,54716675.6234291,0.0 
 07/21  14:00:00,55519795.95860822,55519795.958608228,0.0 
 07/21  15:00:00,55925994.31214176,55925994.31214176,0.0 
 07/21  16:00:00,56238932.25803454,56238932.25803455,0.0 
 07/21  17:00:00,55820693.29179302,55820693.29179301,0.0 
 07/21  18:00:00,54957598.77351221,54957598.77351221,0.0 
 07/21  19:00:00,54103209.17087444,54103209.17087445,0.0 
 07/21  20:00:00,48208156.7304617,48208156.7304617,0.0 
 07/21  21:00:00,45009597.09283004,45009597.09283004,0.0 
 07/21  22:00:00,47100741.9481166,47100741.9481166,0.0 
 07/21  23:00:00,42476069.98178907,42476069.98178907,0.0 
 07/21  24:00:00,43865422.05098801,43865422.05098802,0.0 
 01/01  01:00:00,5504338.596677196,5504338.596677196,0.0 
 01/01  02:00:00,5504338.596677196,5504338.596677196,0.0 
 01/01  03:00:00,5504338.596677196,5504338.596677196,0.0 
 01/01  04:00:00,5504338.596677196,5504338.596677196,0.0 
 01/01  05:00:00,5504338.596677196,5504338.596677196,0.0 
 01/01  06:00:00,5504338.596677196,5504338.596677196,0.0 
 01/01  07:00:00,6695938.596677196,6695938.596677196,0.0 
 01/01  08:00:00,5595598.596677196,5595598.596677196,0.0 
 01/01  09:00:00,4495258.596677196,4495258.596677197,0.0 
 01/01  10:00:00,4495258.596677196,4495258.596677197,0.0 
 01/01  11:00:00,4495258.596677196,4495258.596677196,0.0 
 01/01  12:00:00,4495258.596677196,4495258.596677196,0.0 
 01/01  13:00:00,4495258.596677196,4495258.596677197,0.0 
 01/01  14:00:00,4495258.596677196,4495258.596677196,0.0 
 01/01  15:00:00,4495258.596677196,4495258.596677196,0.0 
 01/01  16:00:00,4495258.596677196,4495258.596677196,0.0 
 01/01  17:00:00,4495258.596677196,4495258.596677197,0.0 
 01/01  18:00:00,5962378.596677196,5962378.596677196,0.0 
 01/01  19:00:00,6695938.596677196,6695938.596677196,0.0 
 01/01  20:00:00,5894038.596677196,5894038.596677195,0.0 
 01/01  21:00:00,5894038.596677196,5894038.596677196,0.0 
 01/01  22:00:00,5894038.596677196,5894038.596677196,0.0 
 01/01  23:00:00,5894038.596677196,5894038.596677196,0.0 
 01/01  24:00:00,5894038.596677196,5894038.596677196,0.0 
 01/02  01:00:00,8569604.825749658,8569604.825749658,0.0 
 01/02  02:00:00,8569604.825749658,8569604.825749658,0.0 
 01/02  03:00:00,8569604.825749658,8569604.825749658,0.0 
 01/02  04:00:00,8569604.825749658,8569604.825749658,0.0 
 01/02  05:00:00,8569604.825749658,8569604.825749658,0.0 
 01/02  06:00:00,8569604.825749658,8569604.825749658,0.0 
 01/02  07:00:00,19824469.38587026,19824469.385870264,0.0 
 01/02  08:00:00,21932557.584632469,21932557.584632469,0.0 
 01/02  09:00:00,30270163.182976214,30270163.18297621,0.0 
 01/02  10:00:00,29589581.890994107,29589581.8909941,0.0 
 01/02  11:00:00,29840074.2329536,29840074.232953594,0.0 
 01/02  12:00:00,30620879.142285848,30620879.142285844,0.0 
 01/02  13:00:00,28065439.756998715,28065439.756998719,0.0 
 01/02  14:00:00,31359757.126333059,31359757.12633305,0.0 
 01/02  15:00:00,32078097.86011605,32078097.860116044,0.0 
 01/02  16:00:00,32645142.57002341,32645142.570023408,0.0 
 01/02  17:00:00,32918597.312507359,32918597.312507359,0.0 
 01/02  18:00:00,23054277.404457153,23054277.404457153,0.0 
 01/02  19:00:00,17630523.28614177,17630523.286141777,0.0 
 01/02  20:00:00,10953154.258345897,10953154.258345895,0.0 
 01/02  21:00:00,9737784.395628443,9737784.395628443,0.0 
 01/02  22:00:00,9737784.395628443,9737784.395628443,0.0 
 01/02  23:00:00,8643951.519120457,8643951.519120455,0.0 
 01/02  24:00:00,6297449.08321209,6297449.08321209,0.0 
 01/03  01:00:00,8569604.825749658,8569604.825749658,0.0 
 01/03  02:00:00,8569604.825749658,8569604.825749658,0.0 
 01/03  03:00:00,8569604.825749658,8569604.825749658,0.0 
 01/03  04:00:00,8569604.825749658,8569604.825749658,0.0 
 01/03  05:00:00,8569604.825749658,8569604.825749658,0.0 
 01/03  06:00:00,8569604.825749658,8569604.825749658,0.0 
 01/03  07:00:00,19282709.187815735,19282709.18781573,0.0 
 01/03  08:00:00,22298801.025848308,22298801.025848308,0.0 
 01/03  09:00:00,29963185.761119524,29963185.761119516,0.0 
 01/03  10:00:00,29648910.78735596,29648910.787355953,0.0 
 01/03  11:00:00,30178390.77744498,30178390.77744498,0.0 
 01/03  12:00:00,30940432.797064686,30940432.797064678,0.0 
 01/03  13:00:00,28328723.574622014,28328723.574622018,0.0 
 01/03  14:00:00,31554575.639780716,31554575.639780709,0.0 
 01/03  15:00:00,32203800.435479054,32203800.435479054,0.0 
 01/03  16:00:00,32515877.25105266,32515877.251052657,0.0 
 01/03  17:00:00,33162086.095494819,33162086.095494819,0.0 
 01/03  18:00:00,23265804.22084248,23265804.22084248,0.0 
 01/03  19:00:00,17630523.28614177,17630523.286141777,0.0 
 01/03  20:00:00,10953154.258345897,10953154.258345895,0.0 
 01/03  21:00:00,9737784.395628443,9737784.395628443,0.0 
 01/03  22:00:00,9737784.395628443,9737784.395628443,0.0 
 01/03  23:00:00,8643951.519120457,8643951.519120455,0.0 
 01/03  24:00:00,6297449.08321209,6297449.08321209,0.0 
 01/04  01:00:00,8569604.825749658,8569604.825749658,0.0 
 01/04  02:00:00,8569604.825749658,8569604.825749658,0.0 
 01/04  03:00:00,8569604.825749658,8569604.825749658,0.0 
 01/04  04:00:00,8569604.825749658,8569604.825749658,0.0 
 01/04  05:00:00,8569604.825749658,8569604.825749658,0.0 
 01/04  06:00:00,8569604.825749658,8569604.825749658,0.0 
 01/04  07:00:00,20776040.516900056,20776040.516900056,0.0 
 01/04  08:00:00,23841509.014151098,23841509.014151098,0.0 
 01/04  09:00:00,29885951.69376671,29885951.693766707,0.0 
 01/04  10:00:00,29795783.647378394,29795783.647378394,0.0 
 01/04  11:00:00,30273776.285813005,30273776.285813005,0.0 
 01/04  12:00:00,31071538.668004734,31071538.668004734,0.0 
 01/04  13:00:00,28892054.042887354,28892054.042887357,0.0 
 01/04  14:00:00,33063135.29076329,33063135.29076329,0.0 
 01/04  15:00:00,34113605.96815563,34113605.96815562,0.0 
 01/04  16:00:00,34766825.50634131,34766825.5063413,0.0 
 01/04  17:00:00,34822862.88088183,34822862.88088183,0.0 
 01/04  18:00:00,23838979.69374709,23838979.693747086,0.0 
 01/04  19:00:00,17630523.28614177,17630523.28614177,0.0 
 01/04  20:00:00,10953154.258345897,10953154.258345895,0.0 
 01/04  21:00:00,9737784.395628443,9737784.395628443,0.0 
 01/04  22:00:00,9737784.395628443,9737784.395628443,0.0 
 01/04  23:00:00,8643951.519120457,8643951.519120455,0.0 
 01/04  24:00:00,6297449.08321209,6297449.08321209,0.0 
 01/05  01:00:00,8569604.825749658,8569604.825749658,0.0 
 01/05  02:00:00,8569604.825749658,8569604.825749658,0.0 
 01/05  03:00:00,8569604.825749658,8569604.825749658,0.0 
 01/05  04:00:00,8569604.825749658,8569604.825749658,0.0 
 01/05  05:00:00,8569604.825749658,8569604.825749658,0.0 
 01/05  06:00:00,8569604.825749658,8569604.825749658,0.0 
 01/05  07:00:00,20449895.41768442,20449895.417684426,0.0 
 01/05  08:00:00,24125714.404407897,24125714.404407897,0.0 
 01/05  09:00:00,29898531.960946993,29898531.960946993,0.0 
 01/05  10:00:00,29795783.647378394,29795783.647378386,0.0 
 01/05  11:00:00,30377391.71724783,30377391.71724783,0.0 
 01/05  12:00:00,31239614.01319891,31239614.01319891,0.0 
 01/05  13:00:00,28976759.424688717,28976759.42468871,0.0 
 01/05  14:00:00,33342640.554657967,33342640.554657967,0.0 
 01/05  15:00:00,34123088.16433355,34123088.164333548,0.0 
 01/05  16:00:00,34424582.22126877,34424582.221268769,0.0 
 01/05  17:00:00,34409928.78139879,34409928.78139879,0.0 
 01/05  18:00:00,23478941.648714667,23478941.64871467,0.0 
 01/05  19:00:00,17630523.28614177,17630523.286141777,0.0 
 01/05  20:00:00,10953154.258345897,10953154.258345895,0.0 
 01/05  21:00:00,9737784.395628443,9737784.395628443,0.0 
 01/05  22:00:00,9737784.395628443,9737784.395628443,0.0 
 01/05  23:00:00,8643951.519120457,8643951.519120455,0.0 
 01/05  24:00:00,6297449.08321209,6297449.08321209,0.0 
 01/06  01:00:00,8569604.825749658,8569604.825749658,0.0 
 01/06  02:00:00,8569604.825749658,8569604.825749658,0.0 
 01/06  03:00:00,8569604.825749658,8569604.825749658,0.0 
 01/06  04:00:00,8569604.825749658,8569604.825749658,0.0 
 01/06  05:00:00,8569604.825749658,8569604.825749658,0.0 
 01/06  06:00:00,8569604.825749658,8569604.825749658,0.0 
 01/06  07:00:00,21785834.48640242,21785834.48640242,0.0 
